freq_Hz,VCO,REF,DTC,MMD,SPD_GM,DSM_QN,TOTAL
855718.314,-118.480,-123.859,-124.549,-127.188,-129.188,-171.659,-116.033
880769.273,-118.480,-123.987,-124.580,-127.219,-129.219,-171.190,-116.062
906553.593,-118.486,-124.118,-124.617,-127.255,-129.255,-170.725,-116.096
933092.744,-118.498,-124.254,-124.658,-127.297,-129.297,-170.265,-116.136
960408.821,-118.516,-124.394,-124.704,-127.343,-129.343,-169.810,-116.180
988524.571,-118.541,-124.539,-124.756,-127.395,-129.395,-169.361,-116.230
1017463.403,-118.572,-124.689,-124.813,-127.452,-129.452,-168.917,-116.285
1047249.412,-118.609,-124.843,-124.876,-127.515,-129.515,-168.478,-116.345
1077907.400,-118.653,-125.002,-124.944,-127.583,-129.583,-168.045,-116.412
1109462.894,-118.703,-125.166,-125.018,-127.657,-129.657,-167.618,-116.483
1141942.168,-118.759,-125.335,-125.097,-127.736,-129.736,-167.197,-116.561
1175372.265,-118.822,-125.510,-125.183,-127.822,-129.822,-166.781,-116.645
1209781.021,-118.891,-125.689,-125.275,-127.913,-129.913,-166.372,-116.734
1245197.085,-118.966,-125.874,-125.372,-128.011,-130.011,-165.969,-116.829
1281649.946,-119.048,-126.065,-125.476,-128.115,-130.115,-165.572,-116.930
1319169.956,-119.137,-126.261,-125.586,-128.225,-130.225,-165.181,-117.037
1357788.357,-119.232,-126.462,-125.703,-128.342,-130.342,-164.796,-117.150
1397537.302,-119.333,-126.669,-125.826,-128.465,-130.465,-164.418,-117.270
1438449.888,-119.440,-126.882,-125.955,-128.594,-130.594,-164.047,-117.395
1480560.181,-119.554,-127.100,-126.091,-128.730,-130.730,-163.681,-117.526
1523903.244,-119.675,-127.325,-126.233,-128.872,-130.872,-163.323,-117.664
1568515.164,-119.801,-127.554,-126.382,-129.021,-131.021,-162.971,-117.807
1614433.089,-119.934,-127.790,-126.538,-129.177,-131.177,-162.626,-117.957
1661695.250,-120.073,-128.032,-126.700,-129.339,-131.339,-162.287,-118.112
1710341.000,-120.218,-128.279,-126.869,-129.508,-131.508,-161.956,-118.274
1760410.844,-120.369,-128.533,-127.045,-129.684,-131.684,-161.631,-118.441
1811946.471,-120.526,-128.792,-127.228,-129.867,-131.867,-161.313,-118.615
1864990.791,-120.689,-129.057,-127.417,-130.056,-132.056,-161.001,-118.794
1919587.972,-120.857,-129.328,-127.613,-130.252,-132.252,-160.697,-118.980
1975783.473,-121.032,-129.605,-127.816,-130.455,-132.455,-160.399,-119.171
2033624.085,-121.212,-129.888,-128.026,-130.665,-132.665,-160.108,-119.368
2093157.967,-121.398,-130.177,-128.242,-130.881,-132.881,-159.824,-119.571
2154434.690,-121.589,-130.472,-128.465,-131.104,-133.104,-159.546,-119.779
2217505.275,-121.786,-130.772,-128.695,-131.334,-133.334,-159.276,-119.993
2282422.238,-121.988,-131.079,-128.932,-131.571,-133.571,-159.012,-120.212
2349239.629,-122.195,-131.391,-129.176,-131.814,-133.814,-158.755,-120.437
2418013.085,-122.407,-131.709,-129.426,-132.065,-134.065,-158.505,-120.667
2488799.867,-122.624,-132.033,-129.682,-132.321,-134.321,-158.261,-120.902
2561658.917,-122.846,-132.362,-129.946,-132.585,-134.585,-158.024,-121.142
2636650.899,-123.072,-132.697,-130.216,-132.854,-134.854,-157.794,-121.388
2713838.254,-123.303,-133.038,-130.492,-133.131,-135.131,-157.570,-121.638
2793285.251,-123.538,-133.384,-130.775,-133.414,-135.414,-157.353,-121.892
2875058.041,-123.778,-133.736,-131.064,-133.703,-135.703,-157.142,-122.152
2959224.711,-124.021,-134.093,-131.360,-133.998,-135.998,-156.937,-122.415
3045855.341,-124.269,-134.455,-131.661,-134.300,-136.300,-156.739,-122.683
3135022.063,-124.520,-134.823,-131.969,-134.608,-136.608,-156.548,-122.956
3226799.120,-124.775,-135.196,-132.284,-134.922,-136.922,-156.362,-123.232
3321262.930,-125.033,-135.574,-132.604,-135.243,-137.243,-156.183,-123.512
3418492.146,-125.294,-135.957,-132.930,-135.569,-137.569,-156.009,-123.795
3518567.726,-125.558,-136.346,-133.262,-135.901,-137.901,-155.842,-124.082
3621572.995,-125.826,-136.739,-133.600,-136.239,-138.239,-155.680,-124.373
3727593.720,-126.096,-137.137,-133.943,-136.582,-138.582,-155.525,-124.666
3836718.178,-126.368,-137.539,-134.292,-136.931,-138.931,-155.375,-124.963
3949037.230,-126.643,-137.946,-134.647,-137.286,-139.286,-155.230,-125.262
4064644.396,-126.920,-138.358,-135.007,-137.646,-139.646,-155.091,-125.563
4183635.935,-127.199,-138.774,-135.372,-138.011,-140.011,-154.958,-125.867
4306110.925,-127.480,-139.194,-135.742,-138.381,-140.381,-154.830,-126.174
4432171.342,-127.763,-139.619,-136.118,-138.756,-140.756,-154.707,-126.482
4561922.150,-128.047,-140.047,-136.498,-139.137,-141.137,-154.589,-126.792
4695471.382,-128.332,-140.480,-136.883,-139.522,-141.522,-154.476,-127.103
4832930.239,-128.618,-140.916,-137.273,-139.911,-141.911,-154.368,-127.416
4974413.171,-128.906,-141.356,-137.667,-140.306,-142.306,-154.264,-127.730
5120037.985,-129.194,-141.800,-138.066,-140.704,-142.704,-154.166,-128.045
5269925.932,-129.483,-142.247,-138.468,-141.107,-143.107,-154.072,-128.361
5424201.814,-129.773,-142.697,-138.876,-141.515,-143.515,-153.982,-128.677
5582994.087,-130.063,-143.151,-139.287,-141.926,-143.926,-153.897,-128.994
5746434.969,-130.353,-143.608,-139.702,-142.341,-144.341,-153.815,-129.311
5914660.545,-130.644,-144.067,-140.121,-142.760,-144.760,-153.738,-129.629
6087810.886,-130.934,-144.530,-140.543,-143.182,-145.182,-153.665,-129.946
6266030.164,-131.225,-144.995,-140.970,-143.608,-145.608,-153.596,-130.263
6449466.771,-131.515,-145.463,-141.399,-144.038,-146.038,-153.530,-130.579
6638273.443,-131.805,-145.934,-141.832,-144.471,-146.471,-153.468,-130.895
